id,ürün fiyatı
0,117.21254
1,37.422287
2,38.2677
3,22.766502
4,40.907642
5,18.374397
6,19.467896
7,43.583336
8,41.58566
9,86.95972
10,14.646178
11,37.521255
12,33.756954
13,30.057917
14,26.785122
15,14.874336
16,41.232132
17,27.224874
18,26.587975
19,21.74797
20,22.36764
21,22.693409
22,42.017952
23,19.673689
24,18.406086
25,14.306355
26,22.591393
27,10.672338
28,24.556828
29,7.6116595
30,10.297663
31,8.708633
32,2.554925
33,5.518773
34,11.671369
35,5.093152
36,6.2078924
37,42.98031
38,16.734531
39,14.48243
40,23.2276
41,23.874582
42,12.061354
43,40.725628
44,22.503208
45,52.449234
46,53.719406
47,26.63438
48,38.953148
49,49.088463
50,38.13935
51,39.745007
52,14.173062
53,50.74465
54,82.451584
55,54.287754
56,12.708623
57,18.788599
58,21.335344
59,23.815899
60,14.428697
61,15.873411
62,22.600609
63,25.012314
64,12.814081
65,17.193693
66,10.566988
67,10.743535
68,27.057913
69,27.978416
70,14.620857
71,18.394497
72,16.085514
73,13.428117
74,48.063995
75,49.384727
76,48.877247
77,54.852753
78,63.437817
79,111.69597
80,35.973614
81,45.041595
82,24.244404
83,45.36166
84,16.727875
85,19.476242
86,41.664143
87,39.8377
88,72.57171
89,13.983165
90,34.298965
91,33.409668
92,27.920837
93,25.446796
94,15.800005
95,38.568375
96,26.913868
97,26.332962
98,20.632965
99,21.154377
100,24.532013
101,43.178757
102,22.338308
103,17.650309
104,14.3926935
105,24.295372
106,9.341701
107,25.321453
108,9.811439
109,10.668361
110,8.814026
111,2.0609713
112,5.002612
113,11.518634
114,4.826907
115,6.779023
116,37.02922
117,18.172487
118,14.7767725
119,24.830786
120,22.245958
121,11.623393
122,43.727913
123,26.676414
124,48.42435
125,56.695415
126,27.546219
127,35.843525
128,45.680958
129,35.951126
130,36.34853
131,15.862994
132,50.806637
133,79.270355
134,61.380936
135,13.676205
136,16.414013
137,19.390038
138,24.587261
139,14.363074
140,17.186422
141,21.704514
142,24.964964
143,12.422238
144,15.67858
145,8.961476
146,10.764865
147,30.920252
148,29.063957
149,13.136376
150,17.266098
151,17.267422
152,15.16729
153,46.547474
154,47.599213
155,52.255188
156,48.918488
157,52.152985
158,112.09182
159,38.972763
160,36.553696
161,25.927076
162,44.271664
163,16.76355
164,22.206924
165,46.660213
166,42.57419
167,78.60348
168,15.658332
169,38.2717
170,30.428427
171,33.822742
172,29.176277
173,14.524922
174,38.73149
175,28.48597
176,27.319576
177,21.000275
178,20.65113
179,23.79618
180,43.945694
181,22.358307
182,16.54806
183,14.688125
184,21.124367
185,8.640252
186,25.440744
187,6.7716618
188,10.370809
189,8.46942
190,2.1535788
191,4.634349
192,11.061723
193,4.3459845
194,5.8494787
195,40.607502
196,16.889057
197,13.942438
198,23.916954
199,23.686909
200,11.828277
201,39.87008
202,24.456528
203,46.10771
204,55.346546
205,27.309847
206,42.057632
207,48.79303
208,37.901596
209,39.97454
210,13.026333
211,50.062046
212,90.60858
213,54.37423
214,13.318496
215,18.428741
216,17.809158
217,22.99757
218,16.021965
219,16.873878
220,20.522198
221,24.85786
222,13.624017
223,17.242947
224,9.806397
225,9.971719
226,28.862406
227,27.696121
228,12.63615
229,17.027287
230,15.582975
231,14.562453
232,46.663746
233,48.594147
234,56.30699
235,60.55899
236,69.852936
237,112.95236
238,39.188515
239,42.336082
240,23.041965
241,43.613777
242,19.432339
243,18.517132
244,45.998264
245,38.41175
246,73.75297
247,13.574447
248,37.93243
249,30.930422
250,28.305292
251,25.02109
252,15.110589
253,36.959972
254,25.637339
255,24.249899
256,19.337215
257,18.82997
258,24.339813
259,45.13044
260,24.404259
261,17.426102
262,15.308249
263,22.38642
264,9.468489
265,26.48985
266,8.171237
267,10.718318
268,8.40741
269,2.3031816
270,4.9641447
271,11.012567
272,4.645977
273,6.351907
274,45.053978
275,17.392141
276,14.297618
277,25.17468
278,23.328735
279,12.550193
280,38.3258
281,29.460243
282,48.715088
283,57.37859
284,28.43892
285,38.522873
286,45.880795
287,39.5261
288,39.101036
289,14.938237
290,59.326508
291,80.64954
292,61.72427
293,14.51579
294,17.398449
295,20.454245
296,22.6015
297,15.834223
298,16.698093
299,20.681925
300,23.327816
301,14.576753
302,15.8581705
303,8.890088
304,10.949651
305,27.41739
306,27.861208
307,12.767409
308,17.791348
309,18.247463
310,13.3093
311,47.594154
312,54.11519
313,56.389458
314,50.2538
315,65.835434
316,122.91351
317,40.877197
318,36.021404
319,22.606955
320,43.352154
321,16.001072
322,20.632763
323,40.583866
324,44.038097
325,79.27847
326,14.265147
327,38.90966
328,32.091255
329,32.455154
330,27.210232
331,13.202201
332,41.120792
333,28.204514
334,27.229458
335,23.107136
336,23.427198
337,25.781345
338,43.42115
339,21.320408
340,17.39209
341,14.506239
342,22.186361
343,10.147632
344,26.862673
345,7.2695
346,9.655293
347,7.9113493
348,2.3055868
349,4.8816614
350,11.285338
351,5.101388
352,6.431493
353,44.228577
354,18.334415
355,12.873605
356,24.21782
357,26.756508
358,13.792069
359,43.39111
360,26.468895
361,41.959057
362,50.91951
363,28.839005
364,43.614677
365,48.271706
366,39.06315
367,41.39747
368,15.5862875
369,48.909676
370,80.76541
371,63.561768
372,10.913585
373,18.816294
374,20.53559
375,27.435541
376,15.046828
377,18.514774
378,20.314737
379,23.100605
380,16.39159
381,17.606619
382,10.1479435
383,10.365727
384,29.96526
385,25.76783
386,13.715325
387,17.696072
388,16.977077
389,13.6927595
390,45.17179
391,54.652077
392,54.276985
393,50.763344
394,60.386063
395,116.62061
396,38.7614
397,44.2161
398,21.995956
399,44.447365
400,16.598022
401,23.053728
402,42.9189
403,43.604187
404,81.52372
405,14.617789
406,42.076054
407,31.523983
408,32.66912
409,26.760921
410,13.830858
411,40.84854
412,26.601713
413,26.613682
414,20.006813
415,18.920528
416,23.961569
417,45.25937
418,25.752857
419,17.611738
420,16.303741
421,22.819841
422,9.698977
423,26.382183
424,8.097357
425,10.288633
426,8.571094
427,1.9163238
428,4.850482
429,10.936212
430,5.0772514
431,5.9350634
432,45.07258
433,18.286465
434,12.594753
435,21.623543
436,22.949108
437,12.712394
438,40.064972
439,28.12912
440,52.640724
441,60.70639
442,28.273355
443,42.244537
444,49.35813
445,42.261665
446,43.044056
447,13.374467
448,52.132362
449,94.17355
450,55.91046
451,15.146894
452,17.982748
453,23.313158
454,24.92174
455,15.303764
456,17.827543
457,22.76309
458,24.024195
459,12.4434805
460,15.339533
461,9.192483
462,11.235914
463,22.798115
464,27.37347
465,14.015499
466,18.899466
467,16.973082
468,13.168019
469,46.977478
470,49.44808
471,48.04287
472,59.810703
473,63.265472
474,136.18741
475,36.657772
476,36.47571
477,22.767242
478,44.321808
479,18.283875
480,19.044785
481,38.849167
482,40.930008
483,70.382355
484,15.006415
485,40.542587
486,29.080482
487,32.620136
488,27.627937
489,13.602503
490,45.021603
491,28.056791
492,27.546877
493,21.97108
494,21.189281
495,25.220947
496,36.890583
497,21.198004
498,20.25829
499,16.034555
500,22.629929
501,10.556561
502,25.190622
503,7.539551
504,11.011756
505,8.390831
506,2.4346514
507,5.6947165
508,11.524434
509,5.224004
510,6.398942
511,40.067272
512,16.370663
513,13.928466
514,22.424068
515,23.869604
516,11.096887
517,41.10547
518,26.505775
519,50.36438
520,51.238693
521,27.387808
522,38.57745
523,47.557087
524,37.810448
525,38.11309
526,13.115715
527,45.989758
528,96.02563
529,57.046204
530,12.828002
531,18.280556
532,19.793613
533,22.141918
534,13.626698
535,16.287785
536,22.545635
537,25.952991
538,14.256531
539,17.311337
540,11.037052
541,9.663101
542,26.511868
543,27.371426
544,14.936158
545,17.951973
546,16.814938
547,13.61502
548,47.773117
549,48.73239
550,49.021416
551,53.98671
552,52.993385
553,98.79169
554,39.174637
555,34.076725
556,22.471203
557,46.429436
558,16.101421
559,18.800488
560,38.609753
561,40.874798
562,83.19009
563,14.601592
564,39.77835
565,33.78711
566,30.124638
567,25.10309
568,13.490621
569,43.172832
570,25.562683
571,27.90445
572,23.052277
573,21.892576
574,25.222225
575,48.17479
576,23.858118
577,13.999837
578,14.527317
579,24.803202
580,10.168765
581,26.18631
582,8.064972
583,10.684161
584,8.18856
585,2.3613634
586,5.7935266
587,11.823834
588,4.6908503
589,6.426011
590,38.211777
591,16.845665
592,14.149511
593,24.858294
594,24.98411
595,12.55771
596,43.335
597,28.686277
598,52.463234
599,49.08857
600,25.2598
601,36.178673
602,50.717384
603,42.36151
604,41.229515
605,12.440614
606,58.05582
607,82.473366
608,64.877
609,12.518807
610,17.72446
611,21.993496
612,25.31139
613,13.385636
614,16.260374
615,22.72722
616,24.897305
617,14.680736
618,18.23198
619,10.512612
620,9.968815
621,30.905512
622,25.648922
623,13.134179
624,18.341305
625,16.413074
626,13.637746
627,48.107742
628,51.843723
629,49.84967
630,46.6848
631,60.1092
632,130.37709
633,39.52797
634,45.05798
635,21.095718
636,48.676254
637,18.201096
638,19.284302
639,37.55134
640,37.451508
641,79.242424
642,14.950133
643,37.244156
644,31.21142
645,30.375294
646,26.507761
647,14.719925
648,45.37337
649,25.41803
650,27.039288
651,20.717842
652,20.308493
653,23.165148
654,43.79673
655,21.28501
656,16.915083
657,15.936947
658,21.655872
659,9.359942
660,30.744287
661,8.665518
662,9.703576
663,8.53198
664,2.142293
665,4.565831
666,10.185159
667,4.536165
668,6.6283073
669,40.108704
670,19.927107
671,14.49924
672,25.229233
673,27.039303
674,12.315961
675,48.35505
676,24.944584
677,47.894363
678,49.79978
679,28.085781
680,41.84017
681,48.349846
682,37.048508
683,38.912243
684,14.067252
685,51.61386
686,83.72647
687,65.92728
688,12.438688
689,18.364683
690,18.118324
691,24.019901
692,13.834679
693,16.350168
694,20.341543
695,23.41742
696,14.500198
697,16.97943
698,9.489726
699,10.887717
700,29.345718
701,34.519848
702,13.365771
703,18.516552
704,15.766684
705,15.640268
706,49.36473
707,53.7835
708,52.087563
709,56.54474
710,57.520115
711,110.70356
712,36.91134
713,34.78654
714,21.788029
715,45.695595
716,17.084877
717,19.97415
718,40.85437
719,40.743332
720,74.70468
721,15.583957
722,37.653267
723,32.67832
724,31.172726
725,26.507849
726,14.525482
727,40.62371
728,26.36364
729,29.571186
730,19.804688
731,19.668816
732,22.405062
733,41.724857
734,20.320398
735,16.860771
736,16.41704
737,21.984394
738,9.271993
739,26.215036
740,7.7174463
741,10.441533
742,8.877167
743,1.8237773
744,4.923167
745,10.156428
746,4.555396
